@relation 'cs415all-weka.filters.unsupervised.attribute.Discretize-D-B2-M-1.0-R33,34,35,36,44,46,48,50-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R37-weka.filters.unsupervised.attribute.Discretize-B7-M-1.0-R38-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51,50-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R50-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R45-48,50-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,44-weka.filters.unsupervised.attribute.Remove-R43'

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Male_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Female_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'CS Major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'ECE major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Standing {'\'(-inf-0.8]\'','\'(0.8-1.6]\'','\'(1.6-2.4]\'','\'(2.4-3.2]\'','\'(3.2-inf)\''}
@attribute 'Math Class' {'\'(-inf-0.857143]\'','\'(0.857143-1.714286]\'','\'(1.714286-2.571429]\'','\'(2.571429-3.428571]\'','\'(3.428571-4.285714]\'','\'(4.285714-5.142857]\'','\'(5.142857-inf)\''}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester {'\'(-inf-0.75]\'','\'(0.75-1.5]\'','\'(1.5-2.25]\'','\'(2.25-inf)\''}
@attribute '416 Grade' numeric

@data
0.901876,0.772727,0.97619,0,0,0.937692,0.72,1,0,0,0.891429,0.7,1,0,0,0.984737,0.766667,1.166667,0,0,1,1,1,0,0,0.896667,0.75,1,0.950604,0.945652,0.955556,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(3.428571-4.285714]\'',0.938292,-0.007027,-0.045238,-0.005372,0,'\'(1.5-2.25]\'',3.67
0.637166,0.514286,0.842105,0,0.777778,0.717692,0,1,0.076923,0.307692,0.49,0,1,0.4,0.6,0.917509,0,1.166667,0.038462,0.038462,1,1,1,0,0,0.78,0.66,0.97,0.812681,0.766667,0.858696,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.749208,0.004973,-0.268095,0.036606,0,'\'(1.5-2.25]\'',0
0.608062,0.428571,0.809524,0,0.888889,0.944615,0.75,1,0,0,0.742857,0.4,1,0,0.4,0.973162,0.833333,1.166667,0,0,1,1,1,0,0,0.45,0.18,0.75,0.59215,0.477778,0.706522,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.826928,-0.003699,-0.055,-0.014359,0,'\'(1.5-2.25]\'',2.67
0.528037,0.289474,0.758621,0,0.777778,0.934615,0.8,1,0,0,0.775714,0.642857,0.9,0,0.2,0.95413,0.5,1.166667,0,0.038462,0.923077,0,1,0.076923,0.076923,0.4,0.04,0.76,0.65785,0.522222,0.793478,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.806203,-0.238822,-0.055,-0.064756,-0.166667,'\'(1.5-2.25]\'',1.33
0.714088,0.52381,1,0,0.444444,0.886923,0.09,1,0,0.076923,0.661429,0.4,0.85,0,0.4,0.977619,0.833333,1.166667,0,0,1,1,1,0,0,0.42,0.23,0.7,0.691184,0.588889,0.793478,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.811136,0.004369,-0.127381,0.017753,0,'\'(1.5-2.25]\'',2
0.776353,0.692308,0.928571,0,0.111111,0.951538,0.87,1,0,0,0.847143,0.7,1,0,0,0.893129,0.333333,1,0,0.076923,0.923077,0,1,0.076923,0.076923,0.883333,0.7,1,0.839855,0.766667,0.913043,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.902836,-0.081196,-0.055476,-0.035061,0.142857,'\'(1.5-2.25]\'',3
0.557354,0.315789,0.761905,0,0.666667,0.931538,0.79,1,0,0,0.87,0.4,1,0,0.2,0.966706,0.75,1.166667,0,0,1,1,1,0,0,0.22,0.06,0.47,0.620531,0.588889,0.652174,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.789033,-0.257984,-0.074048,-0.023242,0,'\'(1.5-2.25]\'',2.33
0.755712,0.615385,0.9,0,0.222222,0.852308,0,1,0.076923,0.153846,1,1,1,0,0,0.77246,0,1,0.12,0.28,0.833333,0,1,0.166667,0.166667,0.836667,0.55,0.99,0.801667,0.773333,0.83,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(1.714286-2.571429]\'',0.8283,-0.072456,-0.245714,-0.340494,-0.333333,'\'(2.25-inf)\'',2.33
0.90884,0.846154,1,0,0,0.878462,0.57,1,0,0.153846,0.8,0.8,0.8,0,0,0.956,0.7,1,0,0,0.972917,0.8,1,0,0,0.993333,0.98,1,0.923333,0.92,0.926667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.9116,-0.034094,0.092619,-0.009758,0.054167,'\'(2.25-inf)\'',4
0.787765,0.566667,0.9,0,0.222222,0.964615,0.85,1,0,0,0.9,0.8,1,0,0,0.93654,0.75,1,0,0,0.955208,0.75,1,0,0,0.88,0.66,1,0.856667,0.853333,0.86,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(3.428571-4.285714]\'',0.9224,0.105868,-0.024048,-0.019521,0.047917,'\'(2.25-inf)\'',4
0.713329,0.512195,0.833333,0,0.444444,0.844615,0.45,1,0,0.153846,0.5,0.2,0.8,0,0.5,0.882965,0.5,1,0,0.16,0.893254,0.285714,1,0,0.166667,0.793333,0.5,1,0.775,0.73,0.82,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8274,-0.084976,-0.150952,-0.10239,-0.163492,'\'(2.25-inf)\'',3
0.480143,0.146341,0.8875,0,0.888889,0.862308,0.65,1,0,0.076923,0.3,0,0.6,0.5,1,0.812548,0,1,0.04,0.24,0.977431,0.875,1,0,0,0.286667,0.03,0.75,0.476667,0.433333,0.52,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.7294,-0.207182,-0.072381,-0.237138,0.017361,'\'(2.25-inf)\'',0
0.804651,0.6,0.95,0,0.333333,0.806154,0.32,0.97,0,0.230769,0.3,0,0.6,0.5,1,0.80087,0,1,0.08,0.16,0.333333,0,1,0.666667,0.666667,0.913333,0.84,1,0.888333,0.886667,0.89,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.818,-0.075003,0.059762,-0.258719,-0.333333,'\'(2.25-inf)\'',2.33
0.618182,0.45,0.878049,0,0.666667,0.814615,0.42,1,0,0.153846,0,0,0,1,1,0.84059,0.083333,1,0,0.12,0.974206,0.833333,1,0,0,0.783333,0.58,0.97,0.723333,0.7,0.746667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.7864,0.102453,-0.154048,-0.175739,-0.051587,'\'(2.25-inf)\'',1
0.849962,0.658537,1,0,0.111111,0.912308,0.66,1,0,0.076923,0.9,0.8,1,0,0,0.8752,0,1,0.08,0.16,1,1,1,0,0,0.976667,0.93,1,0.92,0.9,0.94,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.906,-0.056516,-0.025952,-0.140342,0,'\'(2.25-inf)\'',3.67
0.864081,0.69697,1,0,0.111111,0.846154,0.69,1,0,0.076923,0.7,0.6,0.8,0,0.5,0.958381,0.142857,1,0,0.04,0.956548,0.75,1,0,0,1,1,1,0.86,0.84,0.88,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.8843,0.06457,0.044286,-0.070681,-0.020238,'\'(2.25-inf)\'',3.67
0.61112,0.317073,0.75,0,0.666667,0.783077,0.47,1,0,0.230769,0.6,0.4,0.8,0,0.5,0.868919,0.5,1,0,0.08,0.908333,0,1,0.083333,0.083333,0.463333,0.18,0.98,0.785,0.77,0.8,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(4.285714-5.142857]\'',0.7567,-0.043763,-0.213095,-0.135723,-0.15,'\'(2.25-inf)\'',2
0.877371,0.69697,0.95,0,0.111111,0.962308,0.87,1,0,0,0.4,0,0.8,0.5,0.5,0.977244,0.8,1,0,0,0.75,0,1,0.25,0.25,0.96,0.88,1,0.79,0.76,0.82,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.9403,0.049413,-0.029048,-0.007877,-0.166667,'\'(2.25-inf)\'',4
0.851809,0.636364,0.948718,0,0.111111,0.88,0.63,1,0,0.153846,0.5,0,1,0.5,0.5,0.924438,0,1,0.04,0.04,0.916667,0,1,0.083333,0.083333,1,1,1,0.86,0.86,0.86,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.8945,0.085367,-0.086667,0.040585,-0.166667,'\'(2.25-inf)\'',3.67
0.844375,0.636364,1,0,0.111111,0.926923,0.75,1,0,0,1,1,1,0,0,0.972229,0.8,1,0,0,0.987847,0.916667,1,0,0,0.98,0.95,1,0.87,0.86,0.88,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.9251,0.051636,-0.062381,0.010672,-0.003472,'\'(2.25-inf)\'',3.33
0.81673,0,1,0.111111,0.111111,0.9,0,1,0.076923,0.076923,0.4,0,0.8,0.5,0.5,0.917067,0,1,0.08,0.08,0.916667,0,1,0.083333,0.083333,1,1,1,0.91,0.88,0.94,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.9008,-0.230833,-0.154762,-0.166368,-0.166667,'\'(2.25-inf)\'',2
0.624726,0,0.878788,0.111111,0.555556,0.594615,0,1,0.230769,0.461538,0.2,0,0.4,0.5,1,0.657771,0,1,0.24,0.36,0.75,0,1,0.25,0.25,0.363333,0.08,0.71,0.783333,0.78,0.786667,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.6216,0.028562,-0.036429,-0.312335,-0.166667,'\'(2.25-inf)\'',0
0.691722,0.439024,0.825,0,0.333333,0.962308,0.88,1,0,0,0.8,0.8,0.8,0,0,0.935333,0.6,1,0,0.04,0.965278,0.583333,1,0,0.083333,0.616667,0.33,1,0.715,0.67,0.76,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8763,-0.068538,-0.007381,-0.038568,-0.069444,'\'(2.25-inf)\'',2.67
0.836637,0.727273,0.909091,0,0,0.791538,0,1,0.076923,0.230769,0.9,0.8,1,0,0,0.96371,0.76,1,0,0,0.833333,0,1,0.166667,0.166667,1,1,1,0.766667,0.753333,0.78,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8505,-0.00099,-0.340238,-0.016081,-0.333333,'\'(2.25-inf)\'',3
0.817581,0.609756,0.9,0,0.111111,0.745385,0,1,0.153846,0.230769,0.5,0,1,0.5,0.5,0.8992,0,1,0.04,0.08,0.519345,0,1,0.416667,0.5,0.76,0.28,1,0.718333,0.65,0.786667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.7929,-0.076432,-0.372143,-0.117407,-0.294643,'\'(2.25-inf)\'',2
0.733869,0.463415,0.891304,0,0.444444,0.749231,0.44,1,0,0.461538,0.9,0.8,1,0,0,0.851317,0.45,1,0,0.2,0.909722,0,1,0.083333,0.083333,0.633333,0.32,0.98,0.878333,0.81,0.946667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.778,-0.04961,-0.249286,-0.171019,-0.180556,'\'(2.25-inf)\'',2.67
0.892949,0.731707,1,0,0,0.749231,0,1,0.076923,0.307692,1,1,1,0,0,0.900517,0,1,0.04,0.04,0.719345,0,1,0.25,0.25,0.953333,0.86,1,0.801667,0.753333,0.85,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.8267,-0.108993,-0.305,-0.112908,-0.194643,'\'(2.25-inf)\'',1.67
0.569905,0,0.882353,0.111111,0.777778,0.747692,0,1,0.153846,0.307692,0,0,0,1,1,0.780813,0,1,0.16,0.2,0.79504,0,1,0.166667,0.166667,0.923333,0.9,0.95,0.75,0.7,0.8,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.7462,-0.250683,-0.165952,-0.35573,-0.359921,'\'(2.25-inf)\'',0
0.833225,0.633333,0.95,0,0.222222,0.91,0.83,1,0,0,1,1,1,0,0,0.966044,0.8,1,0,0,0.916667,0,1,0.083333,0.083333,0.746667,0.27,1,0.863333,0.826667,0.9,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.9028,-0.024909,0.012381,0.001553,-0.166667,'\'(2.25-inf)\'',3
0.631535,0.424242,0.8375,0,0.666667,0.881538,0.55,1,0,0.076923,0.5,0,1,0.5,0.5,0.948381,0.75,1,0,0,0.969444,0.8,1,0,0,0.52,0.21,0.84,0.701667,0.61,0.793333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.8195,-0.036804,-0.117381,0.003114,0.005556,'\'(2.25-inf)\'',2.33
0.601843,0.35,0.852941,0,0.777778,0.926154,0.78,1,0,0,0.4,0.2,0.6,0,1,0.951721,0.2,1,0,0.04,0.991667,0.9,1,0,0,0.806667,0.47,1,0.668333,0.646667,0.69,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(3.428571-4.285714]\'',0.8602,0.051915,-0.011429,-0.076315,0.016667,'\'(2.25-inf)\'',2
0.789047,0.6,0.9,0,0.222222,0.864615,0.53,1,0,0.153846,1,1,1,0,0,0.904857,0.32,1,0,0.08,0.983929,0.857143,1,0,0,0.696667,0.17,1,0.745,0.73,0.76,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.8521,0.007842,-0.209762,-0.13808,-0.015476,'\'(2.25-inf)\'',2
0.775209,0.633333,0.95,0,0.555556,0.876923,0.73,1,0,0,0.6,0.6,0.6,0,1,0.939549,0.65,1,0,0.04,0.8125,0,1,0.166667,0.166667,0.776667,0.41,1,0.783333,0.74,0.826667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.8658,0.020624,-0.127381,-0.008062,-0.375,'\'(2.25-inf)\'',3
0.833771,0.757576,0.95122,0,0,0.783846,0,1,0.076923,0.153846,0.4,0,0.8,0.5,0.5,0.92353,0.733333,1,0,0,0.88006,0,1,0.083333,0.083333,0.843333,0.53,1,0.786667,0.76,0.813333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8292,0.051019,-0.072143,-0.082033,-0.206548,'\'(2.25-inf)\'',1
0.910822,0.804878,1,0,0,0.926154,0.85,1,0,0,0.7,0.4,1,0,0.5,0.947517,0.32,1,0,0.04,0.90377,0,1,0.083333,0.083333,1,1,1,0.91,0.9,0.92,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.9336,-0.041226,-0.014524,-0.04544,-0.19246,'\'(2.25-inf)\'',3.67
0.707219,0.545455,0.804878,0,0.333333,0.878462,0.7,1,0,0,0.8,0.6,1,0,0.5,0.900032,0.48,1,0,0.12,0.950575,0.778333,1,0,0,0.906667,0.84,0.98,0.693333,0.68,0.706667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.8499,0.137746,-0.040476,0.024334,-0.082183,'\'(2.25-inf)\'',0
0.830374,0.606061,0.970588,0,0.111111,0.939231,0.87,1,0,0,0.9,0.8,1,0,0,0.946889,0.6,1,0,0.08,1,1,1,0,0,0.97,0.95,1,0.823333,0.806667,0.84,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.9214,0.100667,-0.029524,0.02557,0,'\'(2.25-inf)\'',3.67
0.540047,0.333333,0.717391,0,0.777778,0.812308,0.47,1,0,0.153846,0.4,0.4,0.4,0,1,0.928229,0.5,1,0,0.04,0.893472,0,1,0.083333,0.083333,0.636667,0.46,0.95,0.716667,0.633333,0.8,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.7765,0.048797,-0.081667,-0.103635,0.120278,'\'(2.25-inf)\'',1.33
0.677597,0.512195,0.787879,0,0.555556,0.676923,0,1,0.230769,0.230769,0.6,0.2,1,0,0.5,0.920438,0,1,0.04,0.04,0.720833,0,1,0.25,0.25,0.57,0.31,1,0.58,0.56,0.6,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.7159,-0.065546,-0.57,-0.142708,-0.483333,'\'(2.25-inf)\'',0
0.512894,0,1,0.444444,0.444444,0.87,0,1,0.076923,0.076923,0.5,0,1,0.5,0.5,0.96,0,1,0.04,0.04,0.333333,0,1,0.666667,0.666667,1,1,1,0.953333,0.92,0.986667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.8428,-0.923209,-0.241429,-0.083333,-0.333333,'\'(2.25-inf)\'',0
0.636258,0.424242,0.794118,0,0.444444,0.89,0.63,1,0,0.076923,0.6,0.4,0.8,0,0.5,0.959048,0.6,1,0,0.04,0.989583,0.875,1,0,0,0.706667,0.15,1,0.663333,0.66,0.666667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.8446,0.058488,-0.114524,-0.009768,0.020833,'\'(2.25-inf)\'',2.67
0.805305,0.636364,0.95,0,0.222222,0.76,0,0.96,0.076923,0.230769,0.4,0,0.8,0.5,0.5,0.833111,0,1,0.12,0.16,0.916667,0,1,0.083333,0.083333,0.926667,0.8,1,0.868333,0.846667,0.89,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(1.714286-2.571429]\'',0.8096,0.06925,-0.18881,-0.274679,-0.166667,'\'(2.25-inf)\'',3.67
0.805329,0.666667,0.913043,0,0.222222,0.925385,0.78,1,0,0,0.9,0.8,1,0,0,0.948921,0.533333,1,0,0.08,0.98125,0.875,1,0,0,0.676667,0.31,0.87,0.836667,0.82,0.853333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.8928,0.051015,-0.028571,-0.07004,0.0375,'\'(2.25-inf)\'',3.33
0.837257,0.636364,0.975,0,0.111111,0.960769,0.88,1,0,0,0.9,0.8,1,0,0,0.967562,0.666667,1,0,0.04,0.994048,0.928571,1,0,0,0.973333,0.92,1,0.88,0.88,0.88,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(3.428571-4.285714]\'',0.9396,0.164603,0.026429,-0.031102,-0.011905,'\'(2.25-inf)\'',3.67
0.648703,0.390244,0.9,0,0.555556,0.867692,0.71,1,0,0,0.9,0.8,1,0,0,0.908152,0.633333,1,0,0.04,0.77877,0,1,0.083333,0.333333,0.55,0.08,1,0.711667,0.67,0.753333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8118,-0.298456,-0.01119,-0.052816,-0.386905,'\'(2.25-inf)\'',1.67
0.879251,0.633333,1,0,0.111111,0.876154,0.58,1,0,0.153846,0,0,0,1,1,0.892873,0,1,0.04,0.08,0.979167,0.75,1,0,0,1,1,1,0.896667,0.84,0.953333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.8908,0.095573,-0.125952,0.166394,0.041667,'\'(2.25-inf)\'',3.67
0.860807,0.606061,1,0,0.111111,0.992308,0.93,1,0,0,0.9,0.8,1,0,0,0.982222,0.8,1,0,0,1,1,1,0,0,0.95,0.85,1,0.906667,0.88,0.933333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.9633,0.122418,0.01119,-0.021011,0,'\'(2.25-inf)\'',3.67
0.728726,0.589744,0.882353,0,0.444444,0.67,0,1,0.076923,0.461538,0.8,0.8,0.8,0,0,0.934394,0.4,1,0,0.04,0.986111,0.833333,1,0,0,0.693333,0.16,1,0.751667,0.75,0.753333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.7508,0.012574,-0.355952,-0.027858,-0.027778,'\'(2.25-inf)\'',0
0.751004,0.609756,0.8875,0,0.444444,0.900769,0.78,1,0,0,0.9,0.8,1,0,0,0.952222,0.6,1,0,0.04,0.880952,0.5,1,0,0.25,0.763333,0.39,1,0.743333,0.62,0.866667,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8701,-0.102931,-0.088095,0.041132,-0.238095,'\'(2.25-inf)\'',1.33
0.765685,0.515152,0.923077,0,0.222222,0.904615,0.67,1,0,0.076923,0.6,0.4,0.8,0,0.5,0.915549,0.55,1,0,0.04,0.083333,0,1,0.916667,0.916667,0.703333,0.48,1,0.735,0.71,0.76,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.8368,0.066975,-0.005476,-0.073528,-0.166667,'\'(2.25-inf)\'',0
0.763335,0.566667,0.925,0,0.222222,0.953846,0.8,1,0,0,0.9,0.8,1,0,0,0.957222,0.766667,1,0,0,0.775893,0,1,0.166667,0.166667,0.813333,0.44,1,0.856667,0.82,0.893333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(2.4-3.2]\'','\'(2.571429-3.428571]\'',0.9094,0.077871,-0.02881,-0.027816,0.293452,'\'(2.25-inf)\'',3.33
