@relation 'cs415all-weka.filters.unsupervised.attribute.Discretize-D-B2-M-1.0-R33,34,35,36,44,46,48,50-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R37-weka.filters.unsupervised.attribute.Discretize-B7-M-1.0-R38-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R51-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51,50-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R50'

@attribute Code numeric
@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Male_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Female_1 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'CS Major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute 'ECE major_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute Standing {'\'(-inf-0.8]\'','\'(0.8-1.6]\'','\'(1.6-2.4]\'','\'(2.4-3.2]\'','\'(3.2-inf)\''}
@attribute 'Math Class' {'\'(-inf-0.857143]\'','\'(0.857143-1.714286]\'','\'(1.714286-2.571429]\'','\'(2.571429-3.428571]\'','\'(3.428571-4.285714]\'','\'(4.285714-5.142857]\'','\'(5.142857-inf)\''}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute 'Took 416_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '416 Grade' numeric
@attribute 'Took 515_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '515 Grade' numeric
@attribute 'Took 520_1' {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute '520 Grade' numeric
@attribute Semester {'\'(-inf-0.75]\'','\'(0.75-1.5]\'','\'(1.5-2.25]\'','\'(2.25-inf)\''}
@attribute 'Graduated with CS Degree_1' {'\'(-inf-0]\'','\'(0-inf)\''}

@data
123,0.633686,0.411765,0.84375,0,0.7,0.424545,0,1,0.363636,0.636364,0.4125,0,0.8,0.25,0.75,0.8,0,1,0.045455,0.272727,1,1,1,0,0,0.16,0.04,0.28,0.41,0.36,0.46,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.537243,-0.180689,-0.723333,-0.345455,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
271,0.77986,0.617647,0.972222,0,0.2,0.435455,0,1,0.454545,0.545455,0.125,0,0.5,0.75,1,0.798258,0,1,0.045455,0.272727,1,1,1,0,0,0.61,0.52,0.7,0.555,0.45,0.66,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.601521,-0.018624,-0.798333,-0.352576,0,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
158,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.090909,0,1,0.909091,0.909091,0,0,0,1,1,0.35,0,0.7,0,0,0,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.035701,0,0,0.181818,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
169,0.782939,0.6,0.916667,0,0.1,0.85,0.55,1,0,0.272727,0.825,0.6,1,0,0.25,0.882955,0,1,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.635,0.52,0.75,0.625,0.53,0.72,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.832133,0.092864,-0.113667,0.162879,-0.25,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
358,0.67851,0.382353,0.875,0,0.4,0.622727,0,1,0.181818,0.454545,0.55,0,1,0.25,0.5,0.826061,0.2,1,0,0.272727,1,1,1,0,0,0.655,0.63,0.68,0.52,0.39,0.65,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.686142,-0.129242,-0.529333,-0.064242,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
322,0.588846,0.441176,0.8,0,0.7,0.94,0.85,1,0,0,0.775,0.6,1,0,0.25,0.953561,0.666667,1,0,0.045455,0.555556,0,1,0.444444,0.444444,0.63,0.43,0.83,0.485,0.41,0.56,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.821348,-0.116908,-0.066,-0.04197,-0.1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
391,0.799939,0.583333,0.941176,0,0.1,0.960909,0.92,1,0,0,0.9,0.8,1,0,0,0.9375,0,1,0.045455,0.045455,1,1,1,0,0,0.875,0.75,1,0.575,0.51,0.64,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.91402,-0.086235,-0.009,0.093182,0,'\'(0.5-inf)\'',3.33,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
95,0.687891,0.416667,0.882353,0,0.6,0.879091,0.17,1,0,0.090909,0.7,0,1,0.25,0.25,0.831818,0,1,0.045455,0.181818,0.888889,0,1,0.111111,0.111111,0.58,0.38,0.78,0.6,0.5,0.7,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.812524,-0.057072,-0.233,0.045455,-0.25,'\'(0.5-inf)\'',2.67,'\'(0.5-inf)\'',1.67,'\'(0.5-inf)\'',2,'\'(0.75-1.5]\'','\'(-inf-0]\''
4,0.917143,0.852941,0.972222,0,0,0.970909,0.89,1,0,0,0.925,0.8,1,0,0,0.882955,0,1,0.045455,0.090909,1,1,1,0,0,0.94,0.9,0.98,0.64,0.52,0.76,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.94184,0.026989,-0.001667,0.038636,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
353,0.742576,0.611111,0.888889,0,0.5,0.73,0,1,0.090909,0.272727,0.75,0.4,1,0,0.5,0.890152,0.25,1,0,0.136364,0.888889,0,1,0.111111,0.111111,0.52,0.47,0.57,0.57,0.49,0.65,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.7547,0.011907,-0.381333,-0.14697,-0.25,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
37,0.372118,0,0.896552,0.5,0.5,0.433636,0,1,0.545455,0.545455,0.275,0,0.6,0.5,1,0.482576,0,1,0.454545,0.545455,0.555556,0,1,0.444444,0.444444,0,0,0,0,0,0,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.375966,-0.744237,-0.795,-0.601515,-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
200,0.710287,0.433333,0.84375,0,0.5,0.741818,0,1,0.090909,0.181818,0.55,0,1,0.25,0.5,0.857652,0.2,1,0,0.181818,1,1,1,0,0,0.435,0.39,0.48,0.55,0.52,0.58,'\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.743399,-0.070247,-0.417667,-0.084697,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
370,0.779283,0.527778,0.933333,0,0.2,0.757273,0,1,0.090909,0.272727,0.5125,0,0.8,0.25,0.5,0.858106,0,1,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.895,0.87,0.92,0.555,0.4,0.71,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.785436,-0.14484,-0.372667,0.030758,0.2,'\'(0.5-inf)\'',2,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
257,0.782616,0.666667,1,0,0.2,0.911818,0.82,1,0,0,0.675,0,1,0.25,0.25,0.958712,0.75,1,0,0,1,1,1,0,0,0.935,0.87,1,0.555,0.4,0.71,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(2.571429-3.428571]\'',0.885915,-0.062617,-0.018,0.017424,0,'\'(0.5-inf)\'',3.33,'\'(0.5-inf)\'',2.67,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
230,0.81255,0.611111,1,0,0.1,0.960909,0.87,1,0,0,0.8875,0.75,1,0,0,0.890303,0,1,0.045455,0.136364,1,1,1,0,0,0.975,0.95,1,0.65,0.52,0.78,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(3.428571-4.285714]\'',0.921458,-0.011375,-0.038333,0.067879,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',4,'\'(0.75-1.5]\'','\'(-inf-0]\''
136,0.228495,0,0.676471,0.6,1,0.32,0,1,0.636364,0.727273,0.175,0,0.5,0.5,1,0.426515,0,1,0.5,0.590909,0.333333,0,1,0.666667,0.666667,0,0,0,0,0,0,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.275351,-0.45699,-0.586667,-0.489394,-0.6,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
30,0.624661,0.416667,0.724138,0,0.7,0.860909,0.54,1,0,0.181818,0.75,0.4,1,0,0.25,0.85303,0,1,0.045455,0.136364,1,1,1,0,0,0.205,0.1,0.31,0.41,0.41,0.41,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.761705,-0.13102,-0.067667,0.163636,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
145,0.415556,0,0.9375,0.5,0.5,0.534545,0,1,0.454545,0.454545,0.25,0,1,0.75,0.75,0.550909,0,1,0.363636,0.5,0.333333,0,1,0.666667,0.666667,0.5,0,1,0.265,0,0.53,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.491527,-0.183889,-0.98,-0.365455,-0.6,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
151,0.748268,0.566667,1,0,0.5,0.844545,0.52,1,0,0.090909,0.55,0.1,1,0,0.75,0.948636,0.65,1,0,0.045455,1,1,1,0,0,0.92,0.86,0.98,0.545,0.37,0.72,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.841021,-0.04719,-0.184333,-0.006364,0,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
287,0.838999,0.735294,1,0,0,0.694545,0,1,0.272727,0.272727,0.4,0,1,0.5,0.75,0.805682,0,1,0.181818,0.181818,0.888889,0,1,0.111111,0.111111,1,1,1,0.645,0.56,0.73,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.771907,-0.073994,-0.646333,-0.179545,-0.25,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
388,0.829844,0.724138,0.9375,0,0,0.88,0.72,0.99,0,0,0.725,0,1,0.25,0.25,0.918182,0.25,1,0,0.090909,1,1,1,0,0,0.965,0.95,0.98,0.65,0.55,0.75,'\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.885968,0.051259,-0.066,0,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(0-inf)\''
130,0.889108,0.75,0.970588,0,0,0.687273,0,1,0.181818,0.272727,0.95,0.8,1,0,0,0.715076,0,1,0.136364,0.318182,0.444444,0,1,0.555556,0.555556,0.86,0.85,0.87,0.65,0.55,0.75,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(1.714286-2.571429]\'',0.748675,-0.015472,-0.644,0.004697,-0.8,'\'(0.5-inf)\'',1.67,'\'(0.5-inf)\'',3.67,'\'(0.5-inf)\'',0,'\'(0.75-1.5]\'','\'(-inf-0]\''
47,0.619906,0.352941,0.794118,0,0.4,0.876364,0.65,1,0,0.090909,0.5875,0,0.8,0.25,0.25,0.932197,0.25,1,0,0.090909,0.888889,0,1,0.111111,0.111111,0.535,0.42,0.65,0.53,0.47,0.59,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.802244,-0.205989,-0.118,-0.090152,0.2,'\'(0.5-inf)\'',1.33,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
220,0.772393,0,0.970588,0.1,0.1,0.748182,0,1,0.090909,0.363636,0.625,0,1,0.25,0.5,0.888636,0,1,0.045455,0.136364,1,1,1,0,0,0.9,0.8,1,0.68,0.52,0.84,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(-inf-0.857143]\'',0.803812,-0.084246,-0.524667,0.065152,0,'\'(0.5-inf)\'',2.33,'\'(0.5-inf)\'',1,'\'(-inf-0.5]\'',-1,'\'(0.75-1.5]\'','\'(-inf-0]\''
371,0.575583,0.409091,0.763158,0,0.777778,0.586923,0,1,0.230769,0.461538,0.58,0,0.857143,0.2,0.6,0.744689,0,1.166667,0.115385,0.307692,0.846154,0,1,0.153846,0.153846,0.223333,0,0.55,0.602536,0.433333,0.771739,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(1.714286-2.571429]\'',0.578481,-0.234955,-0.501905,-0.127839,-0.333333,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
131,0.309601,0,0.91,0.444444,0.888889,0.536923,0,1,0.230769,0.461538,0,0,0,1,1,0.335447,0,1,0.615385,0.653846,0.384615,0,1,0.615385,0.615385,0.35,0,0.82,0.548309,0.444444,0.652174,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.434263,-0.199327,-0.198571,-0.307005,-0.714286,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
182,0.170077,0,0.91,0.777778,0.888889,0,0,0,1,1,0,0,0,1,1,0.057692,0,1,0.923077,0.961538,0,0,0,1,1,0,0,0,0,0,0,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.8-1.6]\'','\'(-inf-0.857143]\'',0.034165,-0.306138,0,-0.115385,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
139,0.885244,0.763158,0.95,0,0,0.957692,0.71,1,0,0,0.851429,0.6,1,0,0.2,0.977585,0.8,1.166667,0,0,1,1,1,0,0,0.83,0.68,0.93,0.93913,0.9,0.978261,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(2.4-3.2]\'','\'(-inf-0.857143]\'',0.937647,0.024056,0.032143,0.008162,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
335,0.774248,0.62069,0.91,0,0.222222,0.890769,0.27,1,0,0.076923,0.171429,0,0.857143,0.8,0.8,0.893922,0.416667,1.166667,0,0.115385,0.769231,0,1,0.230769,0.230769,0.87,0.81,0.97,0.86244,0.844444,0.880435,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.851958,-0.059573,-0.171667,-0.094426,-0.190476,'\'(0.5-inf)\'',1.67,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
379,0.599524,0.447368,0.758621,0,0.666667,0.873846,0,1,0.076923,0.076923,0.748571,0.4,0.95,0,0.2,0.9538,0.76,1,0,0,1,1,1,0,0,0.516667,0.23,0.89,0.713527,0.644444,0.782609,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.801457,-0.128615,-0.174286,0.026331,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
53,0.859849,0.74,0.973684,0,0,0.970769,0.81,1,0,0,0.92,0.65,1,0,0.2,0.963681,0.75,1.166667,0,0,1,1,1,0,0,0.94,0.89,0.97,0.928623,0.923913,0.933333,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(3.2-inf)\'','\'(-inf-0.857143]\'',0.945658,0.117441,-0.02,-0.046166,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
119,0.587661,0.421053,0.793103,0,0.777778,0.448462,0,0.97,0.384615,0.538462,0.49,0,1,0.4,0.4,0.542363,0,1.166667,0.153846,0.576923,0.846154,0,1,0.153846,0.153846,0.256667,0,0.77,0.673913,0.5,0.847826,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.490408,-0.180467,-0.455238,-0.533443,-0.333333,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
251,0.568023,0.205128,0.809524,0,0.777778,0.793846,0,1,0.076923,0.153846,0.552857,0,0.857143,0.2,0.6,0.9484,0.725,1.166667,0,0,0.75,0,1,0.230769,0.230769,0.516667,0.39,0.61,0.587077,0.511111,0.663043,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.736434,-0.223928,-0.350714,-0.067057,-0.541667,'\'(0.5-inf)\'',0,'\'(0.5-inf)\'',0,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
40,0.630823,0.578947,0.793103,0,0.888889,0.914615,0.65,1,0,0.076923,0.855714,0.55,1,0,0.2,0.952686,0.75,1.166667,0,0,1,1,1,0,0,0.456667,0.25,0.77,0.795169,0.655556,0.934783,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.6-2.4]\'','\'(2.571429-3.428571]\'',0.82112,-0.066739,-0.04881,-0.042637,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
386,0.53197,0.236842,0.827586,0,0.888889,0.641538,0,1,0.153846,0.384615,0.735714,0.3,1,0,0.4,0.744945,0,1,0.115385,0.307692,1,1,1,0,0,0.08,0,0.24,0.618599,0.411111,0.826087,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.594797,-0.192751,-0.708571,-0.48442,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
5,0.700045,0.538462,0.857143,0,0.444444,0.780769,0.18,1,0,0.230769,0.705714,0.571429,0.857143,0,0.4,0.929679,0.625,1.166667,0,0.038462,0.852564,0,1,0.076923,0.153846,0.516667,0.23,0.73,0.745894,0.622222,0.869565,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.757152,-0.051316,-0.357381,-0.106966,-0.319444,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
86,0.530625,0.153846,0.83,0,0.888889,0.969231,0.82,1,0,0,0.915714,0.7,1,0,0,0.966691,0.583333,1.166667,0,0.038462,1,1,1,0,0,0.576667,0.45,0.7,0.66413,0.6,0.728261,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.844444,-0.242267,-0.023333,-0.000562,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
367,0.960548,0.909091,1,0,0,0.991538,0.95,1,0,0,0.93,0.7,1,0,0,0.946719,0.333333,1,0,0.038462,1,1,1,0,0,0.983333,0.95,1,0.956039,0.955556,0.956522,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.973331,-0.016352,-0.005952,0.049725,0,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',4,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
195,0.922624,0.8,0.974359,0,0,0.88,0.3,1,0,0.153846,0.92,0.8,1,0,0,0.997115,0.9,1.166667,0,0,1,1,1,0,0,0.993333,0.98,1,0.911836,0.888889,0.934783,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.919713,0.009691,-0.015476,-0.007479,0,'\'(0.5-inf)\'',4,'\'(-inf-0.5]\'',-1,'\'(0.5-inf)\'',3.67,'\'(1.5-2.25]\'','\'(-inf-0]\''
311,0.526169,0.282051,0.724138,0,0.888889,0.760769,0,1,0.076923,0.230769,0.78,0.428571,1,0,0.4,0.805732,0.222222,1.166667,0,0.269231,1,1,1,0,0,0.426667,0.29,0.6,0.641546,0.522222,0.76087,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.8]\'','\'(-inf-0.857143]\'',0.696501,-0.154483,-0.174762,-0.028586,0,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(-inf-0.5]\'',-1,'\'(1.5-2.25]\'','\'(-inf-0]\''
211,0.90889,0.771429,0.974359,0,0,0.798462,0.1,1,0,0.307692,0.767143,0.4,0.95,0,0.2,0.939443,0.259259,1.166667,0,0.038462,0.897436,0,1,0.076923,0.153846,0.876667,0.76,1,0.851691,0.847826,0.855556,'\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.8]\'','\'(1.714286-2.571429]\'',0.845796,-0.009424,-0.34381,-0.10695,-0.222222,'\'(0.5-inf)\'',2,'\'(0.5-inf)\'',1,'\'(0.5-inf)\'',3,'\'(1.5-2.25]\'','\'(-inf-0]\''
